"Medicare Part D Drug Spending and Utilization, Calendar Years 2015 - 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By Manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Average spending per dosage unit reflects multiple routes of administration of the drug (e.g., intravenous, subcutaneous) which individually may have different unit pricing. Additional information regarding calculation of spending per unit can be found in the methodology document.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2015,,,,,,,,2016,,,,,,,,,2017,,,,,,,2018,,,,,,,,2019,,,,,,,,Yearly Change  ,
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Caraco/Sun Phar,"$13,111,375.61","42,850,081","519,285","222,005",$0.30,$25.25,$59.06,0,"$19,830,660.33","65,327,902","708,609","219,791",$0.30,$27.99,$90.23,0,"$13,982,094.37","65,148,010","725,651","202,119",$0.22,$19.27,$69.18,0,"$18,646,448.67","$65,815,664.50","744,515","199,361",$0.28,$25.05,$93.53,0,"$3,306,149.67","11,631,181","155,070","85,499",$0.28,$21.32,$38.67,0,0.35%,-1.74%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Cosette Pharmac,"$1,245,418.07","6,677,030","11,314","6,236",$0.19,$110.08,$199.71,0,"$1,242,060.60","7,635,683","12,573","6,804",$0.16,$98.79,$182.55,0,"$292,412.99","2,218,962","3,944","2,723",$0.13,$74.14,$107.39,0,"$11,368.05","$72,430.00",170,130,$0.16,$66.87,$87.45,0,"$2,048.97","14,883",23, ,$0.14,$89.09, ,1,-12.28%,-7.31%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Epic Pharma LLC, , , , , , , , , , , , , , , , , , , , , , , , ,"$181,843.19","$662,752.00","7,663","3,601",$0.28,$23.73,$50.50,0,"$317,241.71","1,188,733","20,693","16,677",$0.26,$15.33,$19.02,0,-5.00%,-5.00%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Eywa Pharma Inc, , , , , , , , , , , , , , , , , , , , , , , , ,"$64,193.20","$287,478.00","3,492","2,715",$0.22,$18.38,$23.64,0,"$968,893.45","4,780,262","62,903","38,213",$0.22,$15.40,$25.36,0,0.34%,0.34%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,"Gsms, Inc.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$6,076.53","70,135","1,055",819,$0.09,$5.76,$7.42,0, , 
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,H.J. Harkins/Ph, , , , , , , , , , , , , , , , , , , , , , , , ,$286.02,$956.00,12, ,$0.29,$23.84, ,1,$270.37,865,12, ,$0.32,$22.53, ,1,10.59%,10.59%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,"KVK-Tech, Inc.", , , , , , , , , , , , , , , , , , , , , , , , ,"$3,855,883.88","$14,336,547.50","181,446","73,836",$0.27,$21.25,$52.22,0,"$7,003,745.41","25,376,991","339,722","106,875",$0.28,$20.62,$65.53,0,3.67%,3.67%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Lannett Co. Inc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,$743.83,"2,276",39,28,$0.32,$19.07,$26.57,0, , 
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Lupin Pharmaceu, , , , , , , , , , , , , , , , ,"$6,004,656.47","19,777,156","280,228","204,690",$0.32,$21.43,$29.34,0,"$49,728,292.97","$159,156,018.21","2,203,984","729,742",$0.32,$22.56,$68.15,0,"$46,179,776.23","152,845,672","2,184,647","676,220",$0.31,$21.14,$68.29,0,-3.75%,-1.46%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Major Pharmaceu,"$12,461.35","29,475",914,495,$0.44,$13.63,$25.17,0,"$50,723.96","117,319","3,982","1,505",$0.43,$12.74,$33.70,0,"$65,747.08","192,412","5,589","2,211",$0.35,$11.76,$29.74,0,"$77,622.65","$210,333.00","5,978","2,483",$0.37,$12.98,$31.26,0,"$60,032.67","162,460","4,876","2,040",$0.37,$12.31,$29.43,0,0.39%,-3.81%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Mallinckrodt Ph,"$224,564,993.91","751,428,532","9,875,268","3,104,374",$0.30,$22.74,$72.34,0,"$223,276,017.06","691,686,019","9,147,365","2,808,734",$0.32,$24.41,$79.49,0,"$163,798,781.46","688,424,724","9,109,953","2,856,107",$0.24,$17.98,$57.35,0,"$229,494,759.28","$816,621,605.88","10,985,252","3,429,864",$0.28,$20.89,$66.91,0,"$251,667,821.66","936,632,083","12,970,393","3,614,605",$0.27,$19.40,$69.63,0,-3.80%,-2.14%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Mayne Pharma In,"$3,300,721.51","11,065,817","127,836","65,830",$0.29,$25.82,$50.14,0,"$9,781,154.57","32,576,941","405,037","147,765",$0.30,$24.15,$66.19,0,"$1,877,481.73","8,025,564","121,356","63,420",$0.23,$15.47,$29.60,0,"$162,550.80","$557,451.00","7,501","3,264",$0.29,$21.67,$49.80,0,"$1,553.66","5,995",121,94,$0.26,$12.84,$16.53,0,-11.99%,-3.28%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Mckesson Packag,"$61,633.37","194,422","5,527","2,942",$0.32,$11.15,$20.95,0,"$51,374.73","132,635","3,985","2,229",$0.39,$12.89,$23.05,0,"$11,456.24","29,523","1,597",842,$0.39,$7.17,$13.61,0,"$7,136.77","$13,439.00",780,434,$0.53,$9.15,$16.44,0,"$2,895.39","6,524",255,114,$0.44,$11.35,$25.40,0,-16.43%,8.75%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Mylan Instituti,"$23,294.23","61,765","1,771",856,$0.38,$13.15,$27.21,0,"$17,271.86","36,771","1,182",509,$0.47,$14.61,$33.93,0,"$22,495.45","69,760","1,732",774,$0.35,$12.99,$29.06,0,"$79,685.63","$262,704.50","3,507","2,016",$0.32,$22.72,$39.53,0,"$10,508.89","32,949",666,344,$0.33,$15.78,$30.55,0,2.83%,-3.68%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Par Pharm.,"$123,451,145.81","302,848,704","3,776,007","1,396,117",$0.43,$32.69,$88.42,0,"$107,834,014.50","275,722,900","3,614,170","1,246,469",$0.40,$29.84,$86.51,0,"$57,091,292.16","203,858,017","2,818,733","956,952",$0.29,$20.25,$59.66,0,"$8,006,148.87","$23,676,877.29","304,385","160,103",$0.36,$26.30,$50.01,0,"$1,665,675.08","4,420,703","59,957","38,359",$0.40,$27.78,$43.42,0,11.61%,-1.71%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Pharmaceutical,"$2,991,732.98","16,242,753","28,371","14,713",$0.18,$105.45,$203.34,0,"$2,733,367.61","16,464,957","29,022","15,224",$0.17,$94.18,$179.54,0,"$2,242,052.62","16,273,804","27,135","13,551",$0.14,$82.63,$165.45,0,"$3,065,358.66","$24,103,367.43","40,331","19,845",$0.13,$76.01,$154.47,0,"$2,528,157.34","21,421,683","38,857","20,006",$0.12,$65.06,$126.37,0,-7.12%,-10.43%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Qualitest/Par P,"$109,094,366.04","351,417,835","4,072,601","1,221,902",$0.31,$26.79,$89.28,0,"$100,524,567.13","326,756,043","3,729,143","895,201",$0.31,$26.96,$112.29,0,"$54,783,315.29","238,222,581","2,685,095","673,987",$0.23,$20.40,$81.28,0,"$30,670,899.54","$111,903,489.07","1,220,331","343,265",$0.28,$25.13,$89.35,0,"$21,187,331.98","77,933,419","819,527","166,069",$0.27,$25.85,$127.58,0,-1.24%,-3.04%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Rhodes Pharmace, , , , , , , , ,"$1,466,630.61","4,413,347","60,846","35,977",$0.33,$24.10,$40.77,0,"$6,134,479.18","25,818,765","318,891","126,186",$0.24,$19.24,$48.61,0,"$6,636,220.45","$23,980,441.00","299,917","103,287",$0.28,$22.13,$64.25,0,"$4,680,754.43","17,536,834","226,268","78,878",$0.27,$20.69,$59.34,0,-3.00%,-6.26%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Tris Pharma Inc,"$17,020,312.96","56,785,216","732,938","258,151",$0.29,$23.22,$65.93,0,"$21,765,984.97","67,878,911","897,177","318,873",$0.32,$24.26,$68.26,0,"$19,523,921.75","80,761,406","1,069,502","364,813",$0.24,$18.26,$53.52,0,"$33,399,936.53","$113,701,054.51","1,507,004","545,176",$0.30,$22.16,$61.26,0,"$40,163,207.83","153,086,539","2,104,457","655,872",$0.27,$19.08,$61.24,0,-9.66%,-2.35%
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Vistapharm,"$544,397.79","5,572,292","9,485","5,518",$0.10,$57.40,$98.66,0,"$539,163.26","5,786,253","10,614","5,419",$0.09,$50.80,$99.49,0,"$498,710.44","6,144,031","11,213","5,225",$0.08,$44.48,$95.45,0,"$943,749.34","$12,072,905.05","20,008","10,635",$0.08,$47.17,$88.74,0,"$1,297,774.26","15,596,878","25,874","13,700",$0.08,$50.16,$94.73,0,6.44%,-3.93%
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex,Neos Therapeuti,"$1,733.32","3,390",17, ,$0.51,$101.96, ,1,"$3,938.17","8,420",32,22,$0.47,$123.07,$179.01,0,"$4,105.18","9,500",38,25,$0.43,$108.03,$164.21,0,"$5,604.29","$13,150.00",59,28,$0.43,$94.99,$200.15,0,"$8,070.61","18,525",84,42,$0.44,$96.08,$192.16,0,2.22%,-3.92%
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex,Tris Pharma Inc, , , , , , , , ,"$6,040.99","13,856",73,45,$0.44,$82.75,$134.24,0,"$7,060.21","17,478",96,54,$0.40,$73.54,$130.74,0,"$6,442.70","$16,138.00",95,53,$0.40,$67.82,$121.56,0,"$9,323.31","23,188",133,67,$0.40,$70.10,$139.15,0,0.71%,-2.66%
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,Hi-Tech/Akorn C,"$9,977.74","76,696",366,243,$0.13,$27.26,$41.06,0,"$5,359.33","41,907",244,180,$0.13,$21.96,$29.77,0,"$2,450.55","21,951",155,86,$0.11,$15.81,$28.49,0,"$4,023.33","$43,889.00",268,159,$0.09,$15.01,$25.30,0,"$3,828.77","40,281",204,110,$0.10,$18.77,$34.81,0,3.69%,-7.55%
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,"KVK-Tech, Inc.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,$622.08,"5,046",30,30,$0.12,$20.74,$20.74,0, , 
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,Morton Grove Ph,"$5,413.18","38,518",245,194,$0.14,$22.09,$27.90,0,"$8,886.42","72,520",432,286,$0.12,$20.57,$31.07,0,"$6,241.92","47,110",309,244,$0.13,$20.20,$25.58,0,"$2,830.98","$21,516.00",139,124,$0.13,$20.37,$22.83,0,"$2,428.31","19,606",119,106,$0.12,$20.41,$22.91,0,-5.87%,-3.11%
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,Torrent Pharmac, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,$143.27,"1,773",11, ,$0.08,$13.02, ,1, , 
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,AHP,"$1,844.34","3,768",48,31,$0.49,$38.42,$59.49,1,$338.36,"1,046",11, ,$0.32,$30.76, ,1, , , , , , , , ,$267.03,$671.00,13, ,$0.40,$20.54, ,1,$901.47,"2,192",33,25,$0.41,$27.32,$36.06,0,3.34%,-4.26%
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,Actavis/Teva,"$552,720.74","1,233,853","17,439","9,617",$0.45,$31.69,$57.47,0,"$1,524,674.58","3,173,359","45,079","19,366",$0.48,$33.82,$78.73,0,"$1,247,231.36","2,585,707","36,197","14,728",$0.48,$34.46,$84.68,0,"$714,497.31","$1,511,295.00","21,305","8,904",$0.47,$33.54,$80.24,0,"$16,902.56","35,363",778,647,$0.48,$21.73,$26.12,0,1.10%,1.63%
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,Amneal Pharmace,"$4,928,514.18","7,792,806","109,689","46,799",$0.60,$44.93,$105.31,0,"$4,329,610.30","7,046,701","96,998","38,387",$0.59,$44.64,$112.79,0,"$3,605,573.41","6,282,250","86,009","31,879",$0.56,$41.92,$113.10,0,"$3,082,524.60","$5,177,120.00","69,603","24,119",$0.57,$44.29,$127.80,0,"$2,649,482.68","4,252,684","56,763","17,862",$0.59,$46.68,$148.33,0,3.76%,-0.25%
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,Aurobindo Pharm, , , , , , , , , , , , , , , , ,"$6,989.15","15,414",198,110,$0.45,$35.30,$63.54,0,"$53,796.07","$124,096.00","1,454",532,$0.43,$37.00,$101.12,0,"$215,117.71","517,944","5,990","2,035",$0.42,$35.91,$105.71,0,-4.19%,-4.29%
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,Qualitest/Par P,"$1,841,354.14","4,195,547","58,970","26,156",$0.44,$31.23,$70.40,0,"$826,053.35","1,317,752","17,765","7,977",$0.60,$46.50,$103.55,0,"$722,530.23","869,619","10,422","3,793",$0.81,$69.33,$190.49,0,"$920,928.02","$1,141,096.00","14,072","5,655",$0.76,$65.44,$162.85,0,"$1,190,324.10","1,559,796","21,115","7,347",$0.72,$56.37,$162.01,0,-6.06%,13.06%
Hydrocortisone,"Hydrocort/Min Oil/Petrolat,Wht","Solubiomix, LLC", , , , , , , , , , , , , , , , ,"$8,541,428.93","1,071,640","4,695","3,120",$7.97,"$1,819.26","$2,737.64",0,"$61,066,936.85","$6,551,551.04","30,256","14,860",$9.32,"$2,018.34","$4,109.48",0,"$74,704.44","27,024",145,119,$2.76,$515.20,$627.77,0,-70.34%,-41.11%
Hydrocortisone Butyrate,Hydrocortisone Butyrate,Lupin Pharmaceu, , , , , , , , , , , , , , , , , , , , , , , , ,"$21,590.03","$3,899.00",49,40,$5.54,$440.61,$539.75,0,"$127,890.61","24,367",250,191,$5.25,$511.56,$669.58,0,-5.22%,-5.22%
Hydrocortisone Butyrate,Hydrocortisone Butyrate,Oceanside Pharm, , , , , , , , ,"$213,979.81","80,660","2,117","1,703",$2.65,$101.08,$125.65,0,"$503,387.89","180,993","4,915","3,515",$2.81,$102.42,$143.21,0,"$7,150,995.29","$4,478,817.00","13,391","7,208",$1.91,$534.02,$992.09,0,"$2,431,278.73","1,072,066","7,342","4,056",$2.36,$331.15,$599.43,0,23.08%,-3.87%
Hydrocortisone Butyrate,Hydrocortisone Butyrate,Sola Pharmaceut, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$415,782.32","67,600",397,274,$6.15,"$1,047.31","$1,517.45",0, , 
Hydrocortisone Butyrate,Hydrocortisone Butyrate,Taro Pharm USA,"$2,268,631.46","937,716","20,629","13,857",$2.49,$109.97,$163.72,0,"$2,055,522.95","752,176","15,671","10,718",$2.81,$131.17,$191.78,0,"$2,696,894.93","1,114,088","14,661","9,402",$2.72,$183.95,$286.84,0,"$3,512,909.26","$1,622,266.95","13,644","8,791",$2.53,$257.47,$399.60,0,"$4,613,607.42","2,506,818","14,462","8,451",$2.15,$319.02,$545.92,0,-14.79%,-3.63%
Hydrocortisone Butyrate,Hydrocortisone Butyrate,Teligent Pharma, , , , , , , , , , , , , , , , , , , , , , , , ,"$169,848.66","$29,321.00",274,226,$5.79,$619.89,$751.54,0,"$3,964,685.63","782,696","6,044","2,447",$5.07,$655.97,"$1,620.22",0,-12.56%,-12.56%
Hydrocortisone Butyrate,Hydrocortisone Butyrate/Emoll,Actavis/Teva, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$4,659.08",810,17,14,$5.75,$274.06,$332.79,1, , 
Hydrocortisone Butyrate,Hydrocortisone Butyrate/Emoll,Glenmark Pharma,"$1,108,953.94","170,889","3,176","2,367",$6.49,$349.17,$468.51,0,"$746,843.73","123,455","2,288","1,686",$6.05,$326.42,$442.97,0,"$518,186.09","88,774","1,661","1,192",$5.84,$311.97,$434.72,0,"$375,322.88","$67,594.50","1,195",876,$5.55,$314.08,$428.45,0,"$502,589.88","109,105","1,239",847,$4.61,$405.64,$593.38,0,-17.04%,-8.21%
Hydrocortisone Butyrate,Hydrocortisone Butyrate/Emoll,Oceanside Pharm,"$27,337.28","4,365",86,82,$6.26,$317.88,$333.38,0,"$260,443.23","45,765",750,600,$5.69,$347.26,$434.07,0,"$1,736,738.91","680,509","1,510","1,132",$2.55,"$1,150.16","$1,534.22",0,"$5,138,300.11","$1,111,149.50","3,424","2,277",$4.62,"$1,500.67","$2,256.61",0,"$1,890,977.39","404,743","2,420","1,687",$4.67,$781.40,"$1,120.91",0,1.03%,-7.06%
Hydrocortisone Valerate,Hydrocortisone Valerate,Cosette Pharmac,"$1,721,218.44","637,537","13,553","10,284",$2.70,$127.00,$167.37,0,"$2,191,066.09","894,341","20,013","14,226",$2.46,$109.48,$154.02,0,"$2,213,779.04","845,489","18,864","12,968",$2.63,$117.35,$170.71,0,"$1,833,904.42","$758,938.40","16,736","11,465",$2.41,$109.58,$159.96,0,"$1,725,935.01","790,876","15,684","10,625",$2.21,$110.04,$162.44,0,-8.43%,-4.90%
Hydrocortisone Valerate,Hydrocortisone Valerate,Glenmark Pharma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$596,400.43","317,533","6,936","5,032",$1.88,$85.99,$118.52,0, , 
Hydrocortisone Valerate,Hydrocortisone Valerate,Perrigo Co.,"$4,577,887.94","1,616,718","35,367","24,018",$2.83,$129.44,$190.60,0,"$3,306,504.97","1,222,440","26,692","16,472",$2.70,$123.88,$200.73,0,"$3,739,721.27","1,419,687","26,958","16,168",$2.63,$138.72,$231.30,0,"$7,540,306.12","$2,838,311.30","29,813","16,646",$2.66,$252.92,$452.98,0,"$3,022,167.11","1,548,273","19,020","10,987",$1.95,$158.89,$275.07,0,-26.52%,-8.88%
Hydrocortisone Valerate,Hydrocortisone Valerate,Taro Pharm USA,"$14,727,752.73","4,987,621","108,030","66,495",$2.96,$136.33,$221.49,0,"$8,719,698.09","3,130,883","67,973","42,776",$2.79,$128.28,$203.85,0,"$5,919,049.39","2,172,917","47,782","30,070",$2.73,$123.88,$196.84,0,"$6,605,927.06","$2,631,761.95","40,485","24,625",$2.58,$163.17,$268.26,0,"$3,320,985.42","1,545,224","28,588","17,140",$2.20,$116.17,$193.76,0,-14.78%,-7.18%
Hydrocortisone*,Hydrocortisone,AHP,"$9,031.96","18,911",338,87,$0.48,$26.72,$103.82,0,"$13,577.40","27,698",493,143,$0.49,$27.54,$94.95,0,"$13,029.08","27,756",391,136,$0.48,$33.32,$95.80,0,"$6,309.45","$17,074.50",188,78,$0.43,$33.56,$80.89,0,$796.79,"4,776",36,20,$0.30,$22.13,$39.84,1,-28.64%,-10.62%
Hydrocortisone*,Hydrocortisone,Actavis/Teva,"$1,000,304.02","5,789,001","147,740","90,002",$0.17,$6.77,$11.11,0,"$1,230,432.89","6,681,218","173,412","108,349",$0.18,$7.10,$11.36,0,"$1,340,946.83","7,339,651","193,260","118,041",$0.18,$6.94,$11.36,0,"$1,041,235.30","$5,574,779.53","150,581","92,895",$0.19,$6.91,$11.21,0,"$609,254.12","3,382,387","95,295","58,602",$0.18,$6.39,$10.40,0,-3.36%,1.07%
Hydrocortisone*,Hydrocortisone,Ani Pharmaceuti*,"$846,576.04","9,166,447","7,393","3,839",$0.09,$114.51,$220.52,0,"$1,713,913.44","7,956,218","23,834","16,494",$1.21,$71.91,$103.91,0,"$3,391,578.66","8,843,955","55,986","36,328",$1.42,$60.58,$93.36,0,"$5,117,814.33","$11,375,931.31","94,200","60,443",$1.31,$54.33,$84.67,0,"$7,789,092.81","17,629,123","182,154","111,426",$0.98,$42.76,$69.90,0,-25.11%,80.50%
Hydrocortisone*,Hydrocortisone,Crown Laborator,$362.22,"2,726",73,63,$0.13,$4.96,$5.75,0,$351.94,"3,879",92,74,$0.09,$3.83,$4.76,0,$237.04,"1,533",39,26,$0.15,$6.08,$9.12,0,"$2,418.13","$19,939.50",118,96,$0.13,$20.49,$25.19,0,"$68,774.74","612,510","1,940","1,454",$0.11,$35.45,$47.30,0,-10.20%,-4.11%
Hydrocortisone*,Hydrocortisone,Fougera/Sandoz,"$2,933,630.14","16,217,272","343,961","224,180",$0.18,$8.53,$13.09,0,"$3,140,158.93","17,250,872","360,417","237,843",$0.18,$8.71,$13.20,0,"$3,268,163.86","19,214,235","398,509","261,103",$0.17,$8.20,$12.52,0,"$3,994,717.86","$23,037,258.90","441,364","289,238",$0.18,$9.05,$13.81,0,"$4,241,850.88","25,190,198","468,188","306,973",$0.17,$9.06,$13.82,0,-2.27%,-0.97%
Hydrocortisone*,Hydrocortisone,Greenstone LLC.,"$6,569,944.76","17,689,722","147,955","35,151",$0.39,$44.41,$186.91,0,"$4,992,859.02","14,431,483","129,216","32,076",$0.37,$38.64,$155.66,0,"$5,157,482.73","14,313,130","137,160","31,272",$0.38,$37.60,$164.92,0,"$5,529,732.79","$16,446,339.74","150,659","39,664",$0.36,$36.70,$139.41,0,"$9,368,790.80","30,007,278","259,997","59,362",$0.34,$36.03,$157.82,0,-5.99%,-3.83%
Hydrocortisone*,Hydrocortisone,Impax Generics, , , , , , , , , , , , , , , , ,"$339,508.24","1,132,127","9,118","3,505",$0.32,$37.23,$96.86,0,"$1,613,846.50","$4,457,794.50","39,549","11,243",$0.39,$40.81,$143.54,0,"$1,359,548.02","4,119,065","35,062","10,567",$0.35,$38.78,$128.66,0,-10.47%,4.59%
Hydrocortisone*,Hydrocortisone,Lineage/Impax G,"$3,112,411.81","6,897,027","77,208","17,313",$0.48,$40.31,$179.77,0,"$3,020,518.66","7,071,611","75,160","17,310",$0.46,$40.19,$174.50,0,"$2,408,224.29","5,582,100","60,841","14,988",$0.46,$39.58,$160.68,0,"$330,808.12","$832,315.59","10,314","4,607",$0.40,$32.07,$71.81,0,"$62,245.00","180,114","2,215",842,$0.35,$28.10,$73.93,0,-13.08%,-7.70%
Hydrocortisone*,Hydrocortisone,Perrigo Co.,"$2,328,947.88","10,534,718","193,868","127,778",$0.21,$12.01,$18.23,0,"$2,689,303.01","12,517,850","225,647","149,002",$0.20,$11.92,$18.05,0,"$3,052,255.71","14,528,410","252,226","164,128",$0.20,$12.10,$18.60,0,"$3,526,436.13","$17,101,753.15","311,853","206,147",$0.20,$11.31,$17.11,0,"$4,053,579.24","19,869,361","388,114","254,449",$0.19,$10.44,$15.93,0,-0.30%,-1.84%
Hydrocortisone*,Hydrocortisone,Qualitest/Par P*,"$4,377,754.12","11,430,817","116,179","34,296",$0.40,$37.68,$127.65,0,"$5,846,820.07","16,804,920","154,083","46,264",$0.36,$37.95,$126.38,0,"$6,974,530.34","19,025,788","158,050","41,883",$0.39,$44.13,$166.52,0,"$5,456,589.87","$15,032,582.90","121,949","33,798",$0.39,$44.74,$161.45,0,"$521,218.51","1,563,028","15,171","8,173",$0.34,$34.36,$63.77,0,-10.68%,-3.41%
Hydrocortisone*,Hydrocortisone,Taro Pharm USA,"$875,555.04","4,733,466","121,090","79,787",$0.18,$7.23,$10.97,0,"$1,670,322.96","6,816,672","180,183","120,220",$0.25,$9.27,$13.89,0,"$1,887,799.22","8,097,748","212,030","138,872",$0.23,$8.90,$13.59,0,"$1,939,702.39","$9,124,701.10","243,698","160,405",$0.21,$7.96,$12.09,0,"$1,973,046.95","9,417,741","263,506","175,374",$0.21,$7.49,$11.25,0,-1.45%,3.16%
Hydrocortisone*,Hydrocortisone,Vensun Pharmace, , , , , , , , , , , , , , , , ,"$86,860.25","309,688","1,945","1,698",$0.31,$44.66,$51.15,0,"$2,052,837.06","$6,508,233.35","54,980","15,644",$0.34,$37.34,$131.22,0,"$3,083,837.31","10,273,847","83,411","21,028",$0.32,$36.97,$146.65,0,-5.76%,1.97%
Hydrocortisone*,Hydrocortisone,West-Ward/Hikma,"$130,192.35","347,866","3,715","1,792",$0.37,$35.05,$72.65,0,"$230,144.76","516,622","5,388","2,581",$0.45,$42.71,$89.17,0,"$63,451.10","223,683","1,813",953,$0.28,$35.00,$66.58,0,"$49,339.45","$186,563.50","1,377",650,$0.26,$35.83,$75.91,0,"$19,330.85","58,680",564,251,$0.33,$34.27,$77.02,0,24.56%,-3.14%
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid,Hi-Tech/Akorn C,"$2,816,667.98","261,302","25,421","20,090",$10.78,$110.80,$140.20,0,"$2,071,343.33","235,310","22,544","18,143",$8.80,$91.88,$114.17,0,"$1,708,872.61","175,739","16,474","13,146",$9.72,$103.73,$129.99,0,"$1,705,521.62","$187,607.36","17,136","13,711",$9.09,$99.53,$124.39,0,"$1,978,612.18","212,323","19,516","16,018",$9.32,$101.38,$123.52,0,2.51%,-3.57%
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid,Taro Pharm USA,"$800,673.92","80,535","7,653","6,230",$9.94,$104.62,$128.52,0,"$962,443.87","118,106","11,167","9,179",$8.15,$86.19,$104.85,0,"$1,983,669.61","213,330","20,240","16,272",$9.30,$98.01,$121.91,0,"$1,665,277.16","$188,290.00","17,876","14,895",$8.84,$93.16,$111.80,0,"$434,371.67","46,930","4,486","4,209",$9.26,$96.83,$103.20,0,4.65%,-1.77%
Hydrocortisone-Pramoxine,Hydrocortisone/Pramoxine,Perrigo Co., , , , , , , , , , , , , , , , , , , , , , , , ,"$170,090.54","$46,508.30","1,399","1,089",$3.66,$121.58,$156.19,0,"$383,371.10","102,004","3,111","2,188",$3.76,$123.23,$175.22,0,2.77%,2.77%
Hydromet,Hydrocodone Bit/Homatrop Me-Br,Actavis/Teva,"$21,122.43","158,195","1,075",618,$0.13,$19.65,$34.18,0,"$18,642.51","129,562",880,502,$0.14,$21.18,$37.14,0,"$17,576.69","142,924",910,561,$0.12,$19.32,$31.33,0,"$9,334.53","$68,345.00",453,315,$0.14,$20.61,$29.63,0,"$5,891.58","43,863",254,163,$0.13,$23.20,$36.14,0,-1.66%,0.15%
Hydromorphone ER,Hydromorphone HCl,Actavis/Teva,"$8,094,830.22","509,816","12,770","3,082",$15.63,$633.89,"$2,626.49",0,"$8,114,097.12","559,919","14,003","2,784",$14.31,$579.45,"$2,914.55",0,"$9,099,914.96","618,053","15,498","2,952",$14.41,$587.17,"$3,082.63",0,"$6,261,363.93","$450,521.00","11,568","2,343",$13.58,$541.27,"$2,672.37",0,"$443,367.23","34,850",950,465,$12.39,$466.70,$953.48,0,-8.74%,-5.64%
Hydromorphone ER,Hydromorphone HCl,Mallinckrodt Ph,"$20,376,291.84","933,093","22,844","4,983",$21.70,$891.98,"$4,089.16",0,"$14,733,352.90","590,995","14,571","2,996",$24.47,"$1,011.14","$4,917.67",0,"$9,957,660.12","530,286","13,123","2,760",$18.59,$758.79,"$3,607.85",0,"$6,271,612.22","$426,350.00","11,062","2,386",$14.56,$566.95,"$2,628.50",0,"$1,781,325.18","140,754","3,726","1,236",$12.56,$478.08,"$1,441.20",0,-13.75%,-12.77%
